bookname,rating_nums,imgurl,info,author,translater,publisher,price,_openid,total
叫魂,9,https://img3.doubanio.com/view/subject/s/public/s9015481.jpg,[美] 孔飞力 / 陈兼 / 生活·读书·新知三联书店 上海三联书店 / 2012-5 / 38.00元,[美] 孔飞力 , 陈兼 , 生活·读书·新知三联书店 上海三联书店 , 38.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
冬牧场,9,https://img3.doubanio.com/view/subject/s/public/s8958901.jpg,李娟 / 新星出版社 / 2012-6 / 29.80元,李娟 ,none, 新星出版社 , 29.80元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
一个陌生女人的来信,8.7,https://img1.doubanio.com/view/subject/s/public/s2611329.jpg,[奥] 斯台芬·茨威格 / 张玉书 / 上海译文出版社 / 2007-7 / 20.00元,[奥] 斯台芬·茨威格 , 张玉书 , 上海译文出版社 , 20.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
鼠疫,9.1,https://img3.doubanio.com/view/subject/s/public/s27003191.jpg,(法)阿尔贝·加缪 / 刘方 / 上海译文出版社 / 2013-8 / 34.00元,(法)阿尔贝·加缪 , 刘方 , 上海译文出版社 , 34.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
人生的智慧,9.2,https://img9.doubanio.com/view/subject/s/public/s4619775.jpg,[德] 阿图尔·叔本华 / 韦启昌 / 上海人民出版社 / 2008-10 / 28.00元,[德] 阿图尔·叔本华 , 韦启昌 , 上海人民出版社 , 28.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
美的历程,9.2,https://img3.doubanio.com/view/subject/s/public/s3893343.jpg,李泽厚 / 生活·读书·新知三联书店 / 2009-7-1 / 43.00元,李泽厚 ,none, 生活·读书·新知三联书店 , 43.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
彷徨,8.9,https://img9.doubanio.com/view/subject/s/public/s33500305.jpg,鲁迅 / 人民文学出版社 / 1973年3月 / 0.37元,鲁迅 ,none, 人民文学出版社 , 0.37元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
野草,9.3,https://img1.doubanio.com/view/subject/s/public/s2364689.jpg,鲁迅 / 人民文学出版社 / 1973-3 / 0.20元,鲁迅 ,none, 人民文学出版社 , 0.20元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
國史大綱（上下）,9.3,https://img9.doubanio.com/view/subject/s/public/s6795555.jpg,錢穆 / 商務印書館 / 2013-8 / 76.00元,錢穆 ,none, 商務印書館 , 76.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
孩子你慢慢来,8.7,https://img9.doubanio.com/view/subject/s/public/s4124434.jpg,龙应台 / 生活·读书·新知三联书店 / 2009-12-1 / 28.00元,龙应台 ,none, 生活·读书·新知三联书店 , 28.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
史蒂夫·乔布斯传,8.7,https://img3.doubanio.com/view/subject/s/public/s6974202.jpg,[美] 沃尔特·艾萨克森 / 管延圻 / 中信出版社 / 2011-10-24 / 68.00元,[美] 沃尔特·艾萨克森 , 管延圻 , 中信出版社 , 68.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
苏菲的世界,8.8,https://img3.doubanio.com/view/subject/s/public/s3042670.jpg,[挪] 乔斯坦·贾德 / 萧宝森 / 作家出版社 / 2007-10 / 26.00元,[挪] 乔斯坦·贾德 , 萧宝森 , 作家出版社 , 26.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
爱的艺术,8.8,https://img9.doubanio.com/view/subject/s/public/s2990934.jpg,[美] 艾·弗洛姆 / 李健鸣 / 上海译文出版社 / 2008-4 / 15.00元,[美] 艾·弗洛姆 , 李健鸣 , 上海译文出版社 , 15.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
我也有一个梦想,9,https://img9.doubanio.com/view/subject/s/public/s2170315.jpg,林达 / 生活·读书·新知三联书店 / 2004-08 / 25.00元,林达 ,none, 生活·读书·新知三联书店 , 25.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
万水千山走遍,8.8,https://img3.doubanio.com/view/subject/s/public/s1099483.jpg,三毛 / 哈尔滨出版社 / 2003-08 / 13.80,三毛 ,none, 哈尔滨出版社 ,13.8,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
送你一颗子弹,8.6,https://img1.doubanio.com/view/subject/s/public/s4243447.jpg,刘瑜 / 上海三联书店 / 2010-1 / 25.00元,刘瑜 ,none, 上海三联书店 , 25.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
九州·缥缈录,8.9,https://img9.doubanio.com/view/subject/s/public/s28332484.jpg,江南 / 人民文学出版社 / 2015-10 / 198.00元,江南 ,none, 人民文学出版社 , 198.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
浮生六记,8.8,https://img9.doubanio.com/view/subject/s/public/s2280094.jpg,（清）沈复 / 人民文学出版社 / 1999-1 / 5.70元,（清）沈复 ,none, 人民文学出版社 , 5.70元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
情书,8.6,https://img9.doubanio.com/view/subject/s/public/s1127135.jpg,[日] 岩井俊二 / 穆晓芳 / 天津人民出版社 / 2004-7 / 18.00元,[日] 岩井俊二 , 穆晓芳 , 天津人民出版社 , 18.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
目送,8.6,https://img1.doubanio.com/view/subject/s/public/s3984108.jpg,龙应台 / 生活·读书·新知三联书店 / 2009-10 / 39.00元,龙应台 ,none, 生活·读书·新知三联书店 , 39.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
野火集,8.8,https://img1.doubanio.com/view/subject/s/public/s1469589.jpg,龙应台 / 文汇出版社 / 2005-8 / 25.00元,龙应台 ,none, 文汇出版社 , 25.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
离开的，留下的,8.7,https://img3.doubanio.com/view/subject/s/public/s29535271.jpg,[意] 埃莱娜·费兰特 / 陈英 / 人民文学出版社 / 2017-10 / 62.00,[意] 埃莱娜·费兰特 , 陈英 , 人民文学出版社 ,62,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
亲爱的安德烈,8.6,https://img1.doubanio.com/view/subject/s/public/s3993878.jpg,龙应台 / 人民文学出版社 / 2008-12 / 26.00,龙应台 ,none, 人民文学出版社 ,26,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
孽子,9.1,https://img3.doubanio.com/view/subject/s/public/s6240330.jpg,白先勇 / 广西师范大学出版社 / 2010.10 / 46.00元,白先勇 ,none, 广西师范大学出版社 , 46.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
昨日的世界,9.2,https://img1.doubanio.com/view/subject/s/public/s1121598.jpg,[奥] 斯蒂芬·茨威格 / 舒昌善 / 广西师范大学出版社 / 2004-5-1 / 32.00元,[奥] 斯蒂芬·茨威格 , 舒昌善 , 广西师范大学出版社 , 32.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
经济学原理（上下）,9.1,https://img9.doubanio.com/view/subject/s/public/s1785715.jpg,[美] 曼昆 / 梁小民 / 机械工业出版社 / 2003-8 / 88.00元,[美] 曼昆 , 梁小民 , 机械工业出版社 , 88.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
亮剑,8.9,https://img1.doubanio.com/view/subject/s/public/s6535918.jpg,都梁 / 解放军文艺出版社 / 2005-3 / 28.00元,都梁 ,none, 解放军文艺出版社 , 28.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
球状闪电,8.7,https://img9.doubanio.com/view/subject/s/public/s26040205.jpg,刘慈欣 / 四川科学技术出版社 / 2005-6 / 22.00元,刘慈欣 ,none, 四川科学技术出版社 , 22.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
倾城之恋,8.7,https://img3.doubanio.com/view/subject/s/public/s4638950.jpg,张爱玲 / 北京十月文艺出版社 / 2006-12 / 29.80元,张爱玲 ,none, 北京十月文艺出版社 , 29.80元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
绿毛水怪,9,https://img9.doubanio.com/view/subject/s/public/s3675595.jpg,王小波 / 时代文艺出版社 / 2009-1 / 30.00元,王小波 ,none, 时代文艺出版社 , 30.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
不能承受的生命之轻,8.8,https://img3.doubanio.com/view/subject/s/public/s4421443.jpg,米兰·昆德拉 / 许钧 / 上海译文出版社 / 2010-8 / 29.00元,米兰·昆德拉 , 许钧 , 上海译文出版社 , 29.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
面纱,8.7,https://img9.doubanio.com/view/subject/s/public/s9038826.jpg,(英)W.萨默塞特·毛姆 / 阮景林 / 重庆 / 2012-05-01 / 32.00元,(英)W.萨默塞特·毛姆 , 阮景林 , 重庆 , 32.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
解忧杂货店,8.5,https://img3.doubanio.com/view/subject/s/public/s27264181.jpg,[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元,[日] 东野圭吾 , 李盈春 , 南海出版公司 , 39.50元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
银河系漫游指南,8.8,https://img3.doubanio.com/view/subject/s/public/s3696740.jpg,[英] 道格拉斯·亚当斯 / 徐百柯 / 四川科学技术出版社 / 2005-6 / 16.00元,[英] 道格拉斯·亚当斯 , 徐百柯 , 四川科学技术出版社 , 16.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
古文观止,9.1,https://img3.doubanio.com/view/subject/s/public/s1325863.jpg,吴楚材 / 中华书局 / 1987-1-1 / 21.00元,吴楚材 ,none, 中华书局 , 21.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
献给阿尔吉侬的花束,9,https://img3.doubanio.com/view/subject/s/public/s28050760.jpg,[美] 丹尼尔·凯斯 / 陈澄和 / 广西师范大学出版社 / 2015-4 / 36.00元,[美] 丹尼尔·凯斯 , 陈澄和 , 广西师范大学出版社 , 36.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
激荡三十年,8.6,https://img3.doubanio.com/view/subject/s/public/s3203360.jpg,吴晓波 / 中信出版社 / 2008-7-1 / 32.00元,吴晓波 ,none, 中信出版社 , 32.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
枪炮、病菌与钢铁,8.7,https://img3.doubanio.com/view/subject/s/public/s1738643.jpg,[美] 贾雷德·戴蒙德 / 谢延光 / 上海世纪出版集团 / 2006-4-1 / 45.00元,[美] 贾雷德·戴蒙德 , 谢延光 , 上海世纪出版集团 , 45.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
我的阿勒泰,8.8,https://img1.doubanio.com/view/subject/s/public/s6180859.jpg,李娟 / 云南人民出版社 / 2010-7-1 / 22.00元,李娟 ,none, 云南人民出版社 , 22.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
温柔的夜,9.1,https://img1.doubanio.com/view/subject/s/public/s2391798.jpg,三毛 / 北京十月文艺出版社 / 2007-5 / 28.00元,三毛 ,none, 北京十月文艺出版社 , 28.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
麦琪的礼物,8.6,https://img3.doubanio.com/view/subject/s/public/s1137441.jpg,[美] 欧·亨利 / 张经浩 / 上海社会科学院出版社 / 2003-7 / 25.00元,[美] 欧·亨利 , 张经浩 , 上海社会科学院出版社 , 25.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
渴望生活,9.2,https://img1.doubanio.com/view/subject/s/public/s3099438.jpg,[美] 欧文·斯通 / 常涛 / 北京十月文艺出版社 / 2008-4 / 29.80元,[美] 欧文·斯通 , 常涛 , 北京十月文艺出版社 , 29.80元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
半生缘,8.6,https://img1.doubanio.com/view/subject/s/public/s2838737.jpg,张爱玲 / 北京十月文艺出版社 / 2006-12 / 28.00元,张爱玲 ,none, 北京十月文艺出版社 , 28.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
阿勒泰的角落,9.1,https://img3.doubanio.com/view/subject/s/public/s6185540.jpg,李娟 / 万卷出版公司 / 2010-6 / 25.00元,李娟 ,none, 万卷出版公司 , 25.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
尼罗河上的惨案,8.7,https://img1.doubanio.com/view/subject/s/public/s1683067.jpg,[英] 阿加莎·克里斯蒂 / 宫英海 / 人民文学出版社 / 2006-5 / 22.00元,[英] 阿加莎·克里斯蒂 , 宫英海 , 人民文学出版社 , 22.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
四世同堂,9.3,https://img1.doubanio.com/view/subject/s/public/s3228699.jpg,老舍 / 北京十月文艺出版社 / 2008-07 / 36.00元,老舍 ,none, 北京十月文艺出版社 , 36.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
万物有灵且美,8.8,https://img9.doubanio.com/view/subject/s/public/s4093514.jpg,[英] 吉米·哈利 / 种衍伦 / 中国城市出版社 / 2010-1 / 28.80,[英] 吉米·哈利 , 种衍伦 , 中国城市出版社 ,28.8,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
霸王别姬,9.1,https://img9.doubanio.com/view/subject/s/public/s24964086.jpg,李碧华 / 人民文学出版社 / 1999-1 / 10.20元,李碧华 ,none, 人民文学出版社 , 10.20元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
天朝的崩溃,9.1,https://img3.doubanio.com/view/subject/s/public/s1681072.jpg,茅海建 / 生活·读书·新知三联书店 / 2005-7 / 32.00元,茅海建 ,none, 生活·读书·新知三联书店 , 32.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
民主的细节,8.6,https://img1.doubanio.com/view/subject/s/public/s4146437.jpg,刘瑜 / 上海三联书店 / 2009-6 / 25.00,刘瑜 ,none, 上海三联书店 ,25,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
总统是靠不住的,8.8,https://img9.doubanio.com/view/subject/s/public/s2170316.jpg,林达 / 生活·读书·新知三联书店 / 2004-08 / 21.80,林达 ,none, 生活·读书·新知三联书店 ,21.8,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
德米安,9,https://img9.doubanio.com/view/subject/s/public/s3979854.jpg,[德] 赫尔曼·黑塞 / 丁君君 / 上海人民出版社 / 2009-3 / 25.00元,[德] 赫尔曼·黑塞 , 丁君君 , 上海人民出版社 , 25.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
最好的我们,8.7,https://img9.doubanio.com/view/subject/s/public/s26720726.jpg,八月长安 / 湖南文艺出版社 / 2013-8-5 / 55,八月长安 ,none, 湖南文艺出版社 ,55,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
受戒,9.3,https://img3.doubanio.com/view/subject/s/public/s3628082.jpg,汪曾祺 / 漓江出版社 / 1987-10 / 3.95元,汪曾祺 ,none, 漓江出版社 , 3.95元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
小径分岔的花园,8.9,https://img1.doubanio.com/view/subject/s/public/s29746559.jpg,[阿根廷] 豪·路·博尔赫斯 / 王永年 / 上海译文出版社 / 2015-7 / 23.00,[阿根廷] 豪·路·博尔赫斯 , 王永年 , 上海译文出版社 ,23,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
我不知道该说什么，关于死亡还是爱情,9,https://img3.doubanio.com/view/subject/s/public/s28313152.jpg,S.A.阿列克谢耶维奇 / 方祖芳 / 花城出版社/铁葫芦图书 / 2014-6-15 / 34.80元,S.A.阿列克谢耶维奇 ,none,铁葫芦图书 , 34.80元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
社会心理学,9,https://img3.doubanio.com/view/subject/s/public/s1670932.jpg,[美] 戴维·迈尔斯 / 张智勇 / 人民邮电出版社 / 2006-1 / 68.00元,[美] 戴维·迈尔斯 , 张智勇 , 人民邮电出版社 , 68.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
罗生门,8.7,https://img1.doubanio.com/view/subject/s/public/s3435158.jpg,[日]芥川龙之介 / 林少华 / 上海译文出版社 / 2008-7 / 12.00元,[日]芥川龙之介 , 林少华 , 上海译文出版社 , 12.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
故事,9.2,https://img1.doubanio.com/view/subject/s/public/s27598249.jpg,[美] 罗伯特·麦基 / 周铁东 / 天津人民出版社 / 2014-9-1 / 68.00元,[美] 罗伯特·麦基 , 周铁东 , 天津人民出版社 , 68.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
荆棘鸟,8.6,https://img9.doubanio.com/view/subject/s/public/s2781615.jpg,[澳] 考琳·麦卡洛 / 曾胡 / 译林出版社 / 1998-7 / 28.00元,[澳] 考琳·麦卡洛 , 曾胡 , 译林出版社 , 28.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
倚天屠龙记(共四册),8.6,https://img1.doubanio.com/view/subject/s/public/s1829709.jpg,金庸 / 三联书店 / 1999-04 / 47.00,金庸 ,none, 三联书店 ,47,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
棋王,8.8,https://img1.doubanio.com/view/subject/s/public/s26237958.jpg,阿城 / 作家出版社 / 1999-10 / 13.00,阿城 ,none, 作家出版社 ,13,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
全球通史,9.1,https://img3.doubanio.com/view/subject/s/public/s29796663.jpg,(美) 斯塔夫里阿诺斯 / 吴象婴 / 北京大学出版社 / 2012-2-1 / 168.00元,(美) 斯塔夫里阿诺斯 , 吴象婴 , 北京大学出版社 , 168.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
上学记,8.9,https://img9.doubanio.com/view/subject/s/public/s1950424.jpg,何兆武 口述 / 生活·读书·新知三联书店 / 2006-8 / 19.80元,何兆武 口述 ,none, 生活·读书·新知三联书店 , 19.80元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
此生未完成,8.9,https://img3.doubanio.com/view/subject/s/public/s6343233.jpg,于娟 / 湖南科技出版社 / 2011-5 / 26.00元,于娟 ,none, 湖南科技出版社 , 26.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
顾城的诗,8.8,https://img3.doubanio.com/view/subject/s/public/s1024472.jpg,顾城 / 人民文学出版社 / 1998-12 / 20.00,顾城 ,none, 人民文学出版社 ,20,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
牧羊少年奇幻之旅,8.5,https://img1.doubanio.com/view/subject/s/public/s3668327.jpg,[巴西] 保罗·柯艾略 / 丁文林 / 南海出版公司 / 2009-3-1 / 25.00元,[巴西] 保罗·柯艾略 , 丁文林 , 南海出版公司 , 25.00元,oAfPr0DGqh9DzQepM6uogzk4TaV4,20
